id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm24952,Whispers: An Elephant's Tale,MOVIE,2000,G,72,"['family', 'drama']",['US'],,tt0185007,5,359,4.762,4.8
tm19463,The Ultimate Christmas Present,MOVIE,2000,G,85,"['comedy', 'family']","['CA', 'US']",,tt0256466,5.7,1722,5.394,5.5
tm19235,Stepsister from Planet Weird,MOVIE,2000,G,85,"['scifi', 'family', 'comedy']",['US'],,tt0250754,5.7,1539,3.965,5.5
tm17610,Quints,MOVIE,2000,G,83,"['drama', 'comedy', 'family']","['US', 'CA']",,tt0245380,5.5,2427,4.48,5.6
tm7772,Mark Twain and Me,MOVIE,1991,,93,['drama'],"['CA', 'US']",,tt0102404,6.9,168,2.278,7.5
tm133512,Pirates of the Caribbean: The Curse of the Black Pearl,MOVIE,2003,PG-13,143,"['fantasy', 'action']",['US'],,tt0325980,8,1081867,484.892,7.8
tm135853,Avatar,MOVIE,2009,PG-13,165,"['fantasy', 'scifi', 'action']","['US', 'GB']",,tt0499549,7.8,1193331,598.284,7.5
tm90391,National Treasure,MOVIE,2004,PG,131,"['thriller', 'action', 'western', 'family']",['US'],,tt0368891,6.9,325293,26.045,6.6
tm151348,Fantastic Mr. Fox,MOVIE,2009,PG,87,"['animation', 'family', 'comedy', 'crime', 'drama']",['US'],,tt0432283,7.9,224514,21.157,7.8
tm22112,Night at the Museum,MOVIE,2006,PG,108,"['comedy', 'fantasy', 'family']","['GB', 'US']",,tt0477347,6.4,339256,33.216,6.6
tm90273,Percy Jackson & the Olympians: The Lightning Thief,MOVIE,2010,PG,118,"['fantasy', 'family']",['US'],,tt0814255,5.8,186679,146.379,6.2
ts1,Star Wars: The Clone Wars,SHOW,2008,TV-PG,23,"['scifi', 'action', 'animation', 'drama', 'fantasy']",['US'],7,tt0458290,8.4,85602,83.858,8.5
tm79327,National Treasure: Book of Secrets,MOVIE,2007,PG,124,"['thriller', 'action', 'family']",['US'],,tt0465234,6.5,233013,25.46,6.3
tm31764,Pirates of the Caribbean: Dead Man's Chest,MOVIE,2006,PG-13,151,"['fantasy', 'action']",['US'],,tt0383574,7.3,697579,635.656,7.3
tm138563,Holes,MOVIE,2003,PG,118,"['comedy', 'drama', 'family']",['US'],,tt0311289,7,86438,17.978,6.8
ts21960,Star Wars: Clone Wars,SHOW,2003,TV-PG,10,"['action', 'scifi', 'animation', 'drama', 'family', 'fantasy']",['US'],3,tt0361243,7.8,25637,17.734,7.7
tm180742,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",MOVIE,2005,PG,143,"['fantasy', 'family', 'documentation']","['GB', 'US']",,tt0363771,6.9,390458,92.115,7.1
tm51227,Iron Man,MOVIE,2008,PG-13,125,"['action', 'scifi']",['US'],,tt0371746,7.9,1026464,116.448,7.6
tm100267,Alice in Wonderland,MOVIE,2010,PG,109,"['fantasy', 'family']",['US'],,tt1014759,6.4,406781,83.34,6.6
tm25151,WALL·E,MOVIE,2008,G,98,"['scifi', 'family', 'fantasy', 'romance', 'animation']",['US'],,tt0910970,8.4,1083424,75.615,8.1
tm116550,Ice Age,MOVIE,2002,PG,81,"['animation', 'comedy', 'family', 'fantasy']",['US'],,tt0268380,7.5,472952,153.468,7.3
tm48427,The Princess Diaries,MOVIE,2001,G,115,"['comedy', 'romance', 'family']",['US'],,tt0247638,6.3,141111,37.787,6.9
tm99496,TRON: Legacy,MOVIE,2010,PG,125,"['scifi', 'action', 'fantasy', 'european']",['US'],,tt1104001,6.8,331020,64.954,6.4
tm170269,Fantastic Four,MOVIE,2005,PG-13,106,"['fantasy', 'scifi', 'action', 'family']","['DE', 'US']",,tt0120667,5.7,325696,45.841,5.8
tm99086,Secretariat,MOVIE,2010,PG,123,"['drama', 'documentation', 'family', 'history', 'sport']",['US'],,tt1028576,7.2,28232,14.735,7.4
tm84873,Pirates of the Caribbean: At World's End,MOVIE,2007,PG-13,169,"['fantasy', 'action']",['US'],,tt0449088,7.1,633813,570.745,7.2
tm84668,Enchanted,MOVIE,2007,PG,107,"['comedy', 'family', 'fantasy', 'romance', 'animation']",['US'],,tt0461770,7.1,194999,53.669,6.8
tm70557,Ratatouille,MOVIE,2007,G,111,"['fantasy', 'animation', 'comedy', 'family', 'drama']",['US'],,tt0382932,8.1,702889,123.914,7.8
ts22052,Phineas and Ferb,SHOW,2007,TV-G,21,"['scifi', 'family', 'animation', 'action', 'comedy']",['US'],4,tt0852863,8.3,72,41.523,7.9
tm103874,Treasure Planet,MOVIE,2002,PG,95,"['fantasy', 'scifi', 'animation', 'family']",['US'],,tt0133240,7.1,114828,49.66,7.5
tm137900,Cheaper by the Dozen,MOVIE,2003,PG,98,"['comedy', 'family']",['US'],,tt0349205,5.9,100999,23.068,6.3
tm150254,Freaky Friday,MOVIE,2003,PG,93,"['fantasy', 'comedy', 'family', 'music', 'romance']",['US'],,tt0322330,6.3,135669,31.765,6.4
tm90577,Miracle,MOVIE,2004,PG,135,"['drama', 'history', 'sport', 'european']",['US'],,tt0349825,7.4,53793,10.381,7.1
tm154915,X-Men Origins: Wolverine,MOVIE,2009,PG-13,107,"['action', 'thriller', 'scifi']",['US'],,tt0458525,6.5,494995,14.029,6.3
tm102214,The Sorcerer's Apprentice,MOVIE,2010,PG,109,"['fantasy', 'action', 'family', 'european']",['US'],,tt0963966,6.1,160601,24.302,6.1
tm84505,The Incredibles,MOVIE,2004,PG,115,"['animation', 'action', 'family']",['US'],,tt0317705,8,709766,107.147,7.7
tm68154,Dan in Real Life,MOVIE,2007,PG-13,98,"['romance', 'comedy', 'drama']",['US'],,tt0480242,6.8,102204,9.954,6.5
tm136160,X2,MOVIE,2003,PG-13,133,"['scifi', 'action', 'thriller']",['US'],,tt0290334,7.4,540104,2.031,7
tm153612,Up,MOVIE,2009,PG,96,"['comedy', 'drama', 'family', 'animation']",['US'],,tt1049413,8.3,1013530,114.968,7.9
tm76258,Alvin and the Chipmunks,MOVIE,2007,PG,92,"['comedy', 'fantasy', 'animation', 'drama', 'family', 'music']",['US'],,tt0952640,5.2,84098,42.729,5.8
tm142274,Night at the Museum: Battle of the Smithsonian,MOVIE,2009,PG,105,"['fantasy', 'action', 'comedy', 'family']","['CA', 'US']",,tt1078912,6,192573,43.101,6.1
tm177722,Sky High,MOVIE,2005,PG,100,"['comedy', 'family', 'scifi', 'action']",['US'],,tt0405325,6.3,85919,41.537,6.2
tm106045,Diary of a Wimpy Kid,MOVIE,2010,PG,94,"['comedy', 'drama', 'family', 'animation']","['GB', 'US']",,tt1196141,6.2,48686,23.066,6.2
tm92312,Iron Man 2,MOVIE,2010,PG-13,124,"['scifi', 'action', 'european']",['US'],,tt1228705,6.9,792356,163.587,6.8
tm135549,Finding Nemo,MOVIE,2003,G,100,"['animation', 'family', 'comedy']",['US'],,tt0266543,8.1,1006067,110.871,7.8
tm38852,Horton Hears a Who!,MOVIE,2008,G,86,"['fantasy', 'family', 'drama', 'romance', 'comedy', 'music', 'animation']",['US'],,tt0451079,6.8,138363,37.73,6.5
tm96866,Prince of Persia: The Sands of Time,MOVIE,2010,PG-13,116,"['fantasy', 'scifi', 'action']",['US'],,tt0473075,6.6,286211,72.683,6.2
ts2827,Dog Whisperer,SHOW,2004,TV-G,43,"['family', 'reality']",['US'],9,tt0423642,7.9,2743,10.901,7.1
tm31341,Cars,MOVIE,2006,G,117,"['comedy', 'family', 'animation', 'action', 'sport']",['US'],,tt0317219,7.2,405894,77.326,6.9
tm75152,The Simpsons Movie,MOVIE,2007,PG-13,87,"['family', 'animation', 'comedy', 'european']",['US'],,tt0462538,7.3,324941,107.92,7
tm29915,Atlantis: The Lost Empire,MOVIE,2001,PG,95,"['scifi', 'family', 'fantasy', 'animation', 'action']",['US'],,tt0230011,6.9,116024,36.739,6.9
tm120806,The Rookie,MOVIE,2002,G,127,"['drama', 'family', 'sport']",['US'],,tt0265662,6.9,34562,11.265,6.8
tm87455,Garfield,MOVIE,2004,PG,80,"['animation', 'comedy', 'family', 'fantasy']",['US'],,tt0356634,5,85434,84.208,5.6
tm138383,Confessions of a Shopaholic,MOVIE,2009,PG,104,"['romance', 'comedy']",['US'],,tt1093908,5.8,77921,67.406,6.4
tm114448,Lilo & Stitch,MOVIE,2002,PG,85,"['animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",['US'],,tt0275847,7.3,184928,108.944,7.5
tm177274,Because of Winn-Dixie,MOVIE,2005,PG,106,"['comedy', 'drama', 'family']",['US'],,tt0317132,6.3,11580,8.989,6.4
tm37560,"Monsters, Inc.",MOVIE,2001,G,92,"['animation', 'comedy', 'family', 'fantasy']",['US'],,tt0198781,8.1,882810,161.34,7.8
tm38375,X-Men: The Last Stand,MOVIE,2006,PG-13,104,"['thriller', 'action', 'scifi', 'documentation']",['US'],,tt0376994,6.6,507856,1.838,6.4
tm163433,The Sandlot 2,MOVIE,2005,PG,97,['comedy'],['US'],,,,,8.304,5.9
tm6,Star Wars: Episode III - Revenge of the Sith,MOVIE,2005,PG-13,140,"['scifi', 'fantasy', 'action']",['US'],,tt0121766,7.6,763677,41.829,7.4
tm68147,Meet the Robinsons,MOVIE,2007,G,95,"['comedy', 'animation', 'family', 'scifi', 'drama', 'music', 'fantasy']",['US'],,tt0396555,6.8,97316,35.765,6.9
tm179262,Chicken Little,MOVIE,2005,G,81,"['comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],,tt0491675,5.7,91347,26.43,5.9
tm183058,The Greatest Game Ever Played,MOVIE,2005,PG,120,"['drama', 'sport', 'history']",['US'],,tt0388980,7.4,30397,9.009,7.3
tm21946,Invincible,MOVIE,2006,PG,105,"['drama', 'sport']",['US'],,tt0445990,7,70274,13.229,6.9
tm103181,You Again,MOVIE,2010,PG,105,"['comedy', 'romance']",['US'],,tt1414382,5.7,51755,25.671,6.3
tm94814,The Chronicles of Narnia: The Voyage of the Dawn Treader,MOVIE,2010,PG,113,"['fantasy', 'action', 'family']","['US', 'GB']",,tt0980970,6.3,152053,58.761,6.4
ts21685,Lizzie McGuire,SHOW,2001,TV-PG,22,"['comedy', 'drama', 'family']",['US'],2,tt0273366,6.6,19060,52.203,7.4
tm5,Star Wars: Episode II - Attack of the Clones,MOVIE,2002,PG,142,"['scifi', 'fantasy', 'action']",['US'],,tt0121765,6.6,688770,32.596,6.5
ts32553,Little Einsteins,SHOW,2005,TV-Y,25,"['animation', 'comedy', 'family', 'music', 'scifi', 'drama']","['US', 'JP']",3,tt0756522,6.2,1834,22.299,7.2
tm54852,The Chronicles of Narnia: Prince Caspian,MOVIE,2008,PG,150,"['fantasy', 'action', 'family', 'european']","['PL', 'SI', 'US', 'CZ']",,tt0499448,6.5,207416,75.555,6.6
tm100894,Tangled,MOVIE,2010,PG,100,"['animation', 'romance', 'comedy', 'family', 'fantasy']",['US'],,tt0398286,7.7,440155,100.872,7.6
tm63076,Bedtime Stories,MOVIE,2008,PG,99,"['fantasy', 'romance', 'scifi', 'comedy', 'family']",['US'],,tt0960731,6,94131,45.922,6.1
tm91170,Four Days in October,MOVIE,2010,,53,['documentation'],['US'],,,,,1.283,6.9
ts20394,Kim Possible,SHOW,2002,TV-G,21,"['action', 'comedy', 'scifi', 'animation', 'family', 'romance']",['US'],4,tt0278866,7.2,27038,27.249,7.6
tm35022,Glory Road,MOVIE,2006,PG,118,"['history', 'drama', 'sport']",['US'],,tt0839835,7.2,45723,12.366,7.5
tm34558,Star Wars: The Clone Wars,MOVIE,2008,PG,98,"['scifi', 'animation', 'action', 'family', 'fantasy']","['SG', 'US']",,tt1185834,5.9,64242,29.098,6.1
ts20626,Hannah Montana,SHOW,2006,TV-G,24,"['music', 'comedy', 'family']",['US'],4,tt0493093,5.1,39783,59.412,7.2
tm35085,Eragon,MOVIE,2006,PG,104,"['fantasy', 'family', 'action']","['GB', 'US', 'HU']",,tt0449010,5.1,125867,20.611,5.1
tm164391,The Pacifier,MOVIE,2005,PG,95,"['comedy', 'drama', 'family', 'action']","['CA', 'US']",,tt0395699,5.6,93400,31.786,6.1
tm145443,Ice Age: Dawn of the Dinosaurs,MOVIE,2009,PG,95,"['comedy', 'drama', 'fantasy', 'animation', 'family']",['US'],,tt1080016,6.9,240790,100.895,6.7
tm26315,Ice Age: The Meltdown,MOVIE,2006,PG,91,"['comedy', 'animation', 'family', 'fantasy']",['US'],,tt0438097,6.8,273630,83.05,6.7
ts3533,The Avengers: Earth's Mightiest Heroes,SHOW,2010,TV-Y7,24,"['scifi', 'animation', 'action', 'family']",['US'],2,tt1626038,8.3,14706,39.251,8.3
tm76049,Around the World in 80 Days,MOVIE,2004,PG,120,"['comedy', 'family', 'western', 'action']","['GB', 'US', 'DE', 'IE']",,tt0327437,5.8,89282,17.765,5.9
tm137650,The Haunted Mansion,MOVIE,2003,PG,88,"['comedy', 'thriller', 'fantasy', 'horror', 'family', 'drama']",['US'],,tt1695843,5,48122,14.801,5.6
tm98015,The Last Song,MOVIE,2010,PG,107,"['romance', 'drama', 'music']",['US'],,tt1294226,5.9,86870,14.474,7.2
ts21258,Wolverine and the X-Men,SHOW,2009,TV-Y7,23,"['action', 'scifi', 'drama', 'family', 'animation']",['US'],1,tt0772145,8,10914,15.961,7.7
tm101226,Toy Story 3,MOVIE,2010,G,102,"['comedy', 'animation', 'family', 'fantasy']",['US'],,tt0435761,8.3,813385,93.983,7.8
tm142670,Race to Witch Mountain,MOVIE,2009,PG,98,"['fantasy', 'thriller', 'action', 'family', 'scifi']",['US'],,tt1075417,5.7,59239,13.526,5.8
ts20581,Mickey Mouse Clubhouse,SHOW,2006,TV-Y,27,"['animation', 'comedy', 'family', 'fantasy']",['US'],5,tt0784896,5.7,3596,76.107,6.8
tm88315,The Princess Diaries 2: Royal Engagement,MOVIE,2004,G,113,"['romance', 'comedy', 'family']",['US'],,tt0368933,5.8,79676,32.959,6.6
tm168452,Herbie Fully Loaded,MOVIE,2005,G,100,"['fantasy', 'family', 'romance', 'sport', 'comedy']",['US'],,tt0400497,4.8,47544,29.053,5.6
tm35821,Bolt,MOVIE,2008,PG,96,"['animation', 'comedy', 'crime', 'drama', 'family', 'scifi', 'fantasy']",['US'],,tt0397892,6.8,206056,69.633,6.5
tm22511,High School Musical,MOVIE,2006,G,98,"['romance', 'comedy', 'drama', 'family', 'music']",['US'],,tt0475293,5.4,86882,35.007,6.6
ts15388,American Dragon: Jake Long,SHOW,2005,TV-G,21,"['comedy', 'action', 'animation', 'family', 'fantasy']",['US'],2,tt0429305,6.6,11743,71.45,7.9
tm149656,The Princess and the Frog,MOVIE,2009,G,97,"['romance', 'family', 'fantasy', 'animation', 'comedy']",['US'],,tt0780521,7.1,139714,85.332,7.1
ts22467,Wizards of Waverly Place,SHOW,2007,TV-G,24,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",['US'],4,tt0799922,6.9,33279,35.107,8.2
tm114449,Like Mike,MOVIE,2002,PG,99,"['fantasy', 'comedy', 'sport', 'family']",['US'],,tt0308506,5.3,20688,15.059,6.1
tm116982,Tuck Everlasting,MOVIE,2002,PG,90,"['drama', 'fantasy', 'romance', 'family']",['US'],,tt0283084,6.6,23766,15.048,6.6
tm78798,Confessions of a Teenage Drama Queen,MOVIE,2004,PG,97,"['comedy', 'family', 'music', 'romance', 'european']","['DE', 'US']",,tt0361467,4.6,29041,16.979,5.6
tm133143,The Lizzie McGuire Movie,MOVIE,2003,PG,94,"['family', 'comedy', 'music', 'romance']",['US'],,tt0306841,5.5,39333,15.609,6.3
tm83783,The Game Plan,MOVIE,2007,PG,110,"['comedy', 'family', 'sport']",['US'],,tt0492956,6.1,65355,32.946,6.4
tm99562,Silly Little Game,MOVIE,2010,,53,['documentation'],['US'],,,,,1.173,6.1
tm33681,Eight Below,MOVIE,2006,PG,120,"['drama', 'family']",['US'],,tt0397313,7.3,64364,17.295,7
tm149926,G-Force,MOVIE,2009,PG,88,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['US'],,tt0436339,5.1,46056,15.653,5.4
ts21656,The Proud Family,SHOW,2001,TV-Y,22,"['animation', 'comedy', 'family', 'fantasy']",['US'],3,tt0293737,6.5,7344,17.045,8.1
tm89928,Jordan Rides the Bus,MOVIE,2010,,53,['documentation'],[],,,,,1.08,6.3
tm140670,Brother Bear,MOVIE,2003,G,85,"['animation', 'fantasy', 'comedy', 'drama', 'family']",['US'],,tt0328880,6.8,107838,83.811,7.2
tm45773,Garfield: A Tail of Two Kitties,MOVIE,2006,PG,82,"['comedy', 'family', 'fantasy', 'animation']","['US', 'GB']",,tt0455499,5,42470,21.666,5.5
tm174016,Cheaper by the Dozen 2,MOVIE,2005,PG,94,"['comedy', 'family']","['CA', 'US']",,tt0452598,5.5,58351,26.211,6.1
tm80509,The Sandlot: Heading Home,MOVIE,2007,PG,96,['family'],['US'],,,,,6.939,6
tm35227,The Wild,MOVIE,2006,G,94,"['animation', 'comedy', 'family']","['CA', 'US']",,tt0405469,5.2,25754,40.539,5.5
ts30284,Good Luck Charlie,SHOW,2010,TV-G,23,"['drama', 'family', 'comedy', 'music']","['GB', 'US']",4,tt1415889,7.1,21386,99.681,8
ts21721,Lilo & Stitch: The Series,SHOW,2003,TV-Y7,23,"['action', 'scifi', 'animation', 'comedy', 'family']",['US'],4,tt0364774,6.7,9902,26.497,7.4
tm79318,Underdog,MOVIE,2007,PG,81,"['fantasy', 'scifi', 'action', 'comedy', 'family']",['US'],,tt0467110,4.7,21516,13.698,5.4
ts21190,Iron Man: Armored Adventures,SHOW,2009,TV-Y7,23,"['scifi', 'action', 'family', 'fantasy', 'animation']",['US'],2,tt0837143,6.4,3570,28.796,7.5
tm130398,Atlantis: Milo's Return,MOVIE,2003,G,70,['fantasy'],['US'],,,,,22.741,6.2
ts21940,Kick Buttowski: Suburban Daredevil,SHOW,2010,TV-Y7,23,"['action', 'comedy', 'family', 'thriller', 'animation']",['US'],2,tt1600757,6.6,4980,176.619,8.2
tm85690,Empire of Dreams: The Story of the Star Wars Trilogy,MOVIE,2004,,151,['documentation'],['US'],,,,,11.52,7.7
ts21857,The Suite Life of Zack & Cody,SHOW,2005,TV-G,26,"['comedy', 'family']",['US'],3,tt0426371,6.5,35924,25.955,7.8
ts22233,Shake It Up,SHOW,2010,TV-G,25,"['comedy', 'family']",['US'],3,tt0453993,7.8,73,26.251,7.9
ts21763,That's So Raven,SHOW,2003,TV-G,22,"['scifi', 'comedy', 'family', 'fantasy']",['US'],4,tt0300865,6.6,19722,50.023,7.4
tm43816,Flicka,MOVIE,2006,PG,95,"['drama', 'family']",['US'],,tt0434215,6,7969,18.962,6.9
tm33396,BURN·E,MOVIE,2008,G,8,"['family', 'animation', 'documentation']",['US'],,tt1533987,,,10.078,7.6
tm75304,High School Musical 2,MOVIE,2007,G,111,"['comedy', 'drama', 'family', 'music', 'romance']",['US'],,tt0810900,4.6,359,30.332,6.5
tm113299,Get a Clue,MOVIE,2002,G,83,"['comedy', 'crime', 'family']",['US'],,tt0282521,5,6431,9.166,5.4
tm103634,Oceans,MOVIE,2010,G,84,"['documentation', 'family', 'drama', 'european']","['ES', 'CH', 'FR', 'MC']",,tt0765128,7.7,9639,8.434,7.3
tm119928,Home Alone 4,MOVIE,2002,PG,84,"['comedy', 'crime', 'family']",['US'],,tt0329200,2.6,30601,29.803,4.5
tm106578,Snow Dogs,MOVIE,2002,PG,99,"['comedy', 'family', 'action', 'sport']","['US', 'CA']",,tt0281373,5.2,26857,16.452,5.7
tm82585,Home on the Range,MOVIE,2004,PG,74,"['animation', 'western', 'music', 'comedy', 'family']",['US'],,tt0299172,5.3,22824,47.281,6
tm59648,Beverly Hills Chihuahua,MOVIE,2008,PG,91,"['romance', 'comedy', 'family', 'thriller', 'animation', 'drama', 'action']",['US'],,tt1014775,3.9,24187,76.934,5.3
ts22490,Super Robot Monkey Team Hyperforce Go!,SHOW,2004,TV-Y7,27,"['action', 'family', 'fantasy', 'scifi', 'animation', 'comedy']","['US', 'JP']",4,tt0423746,6.3,2313,5.228,7.5
tm42168,Tinker Bell,MOVIE,2008,G,78,['fantasy'],"['US', 'IN']",,,,,45.952,6.8
ts20539,The Super Hero Squad Show,SHOW,2009,TV-Y7,23,"['action', 'comedy', 'family', 'scifi', 'animation']",['US'],2,tt1388589,5.9,1792,21.092,7.7
tm130738,A Christmas Carol,MOVIE,2009,PG,96,"['fantasy', 'european', 'animation', 'drama', 'family', 'comedy', 'music', 'thriller']",['US'],,tt1067106,6.8,113111,31.315,6.9
ts5776,Fantastic Four: World's Greatest Heroes,SHOW,2006,TV-Y7,23,"['action', 'animation', 'family', 'scifi']",['US'],1,tt0830298,6.8,2341,10.357,7.5
tm90465,Winnie the Pooh: Springtime with Roo,MOVIE,2004,G,65,['animation'],['US'],,,,,15.729,6.6
tm27689,Camp Rock,MOVIE,2008,G,94,"['comedy', 'drama', 'romance', 'animation', 'family', 'music']",['US'],,tt1055366,5.1,33187,18.301,6.4
ts20637,Special Agent Oso,SHOW,2009,TV-Y,20,"['animation', 'action', 'family']",['US'],2,tt1124354,5.2,601,7.161,7.7
ts21164,The Suite Life on Deck,SHOW,2008,TV-PG,24,"['comedy', 'family', 'action', 'drama']",['US'],3,tt1181917,6.3,18564,27.69,8.1
ts21313,Sonny with a Chance,SHOW,2009,TV-G,22,"['comedy', 'family', 'romance']",['US'],3,tt1252374,6,12121,18.515,8
tm46997,A Muppets Christmas: Letters to Santa,MOVIE,2008,G,55,"['comedy', 'family', 'music']",['US'],,tt1292569,6.4,2067,4.969,6.1
tm164059,Ice Princess,MOVIE,2005,G,98,"['drama', 'comedy', 'family', 'sport']","['CA', 'US']",,tt0396652,6,26996,13.242,6.4
tm102647,Fernando Nation,MOVIE,2010,,52,['documentation'],['US'],,,,,0.85,5.8
ts41271,Handy Manny,SHOW,2006,TV-Y,20,"['comedy', 'animation', 'family']",['US'],4,tt0451460,5.5,1964,18.669,7.1
tm170370,Lilo & Stitch 2: Stitch Has a Glitch,MOVIE,2005,PG,68,['scifi'],['US'],,,,,34.565,6.6
ts21756,Zeke and Luther,SHOW,2009,TV-Y7,22,"['comedy', 'action', 'family', 'sport']",['US'],3,tt1189346,6.3,3413,9.607,8
tm87748,The Lion King 1½,MOVIE,2004,G,77,['animation'],['US'],,,,,75.726,6.6
tm51636,High School Musical 3: Senior Year,MOVIE,2008,G,117,"['romance', 'drama', 'family', 'music', 'comedy']",['US'],,tt0962726,4.8,61929,33.022,6.6
tm20982,The Santa Clause 3: The Escape Clause,MOVIE,2006,G,88,"['comedy', 'family', 'fantasy']",['US'],,tt0452681,4.7,37086,14.716,5.4
tm163905,Pooh's Heffalump Movie,MOVIE,2005,G,68,"['fantasy', 'animation', 'comedy', 'family']",['US'],,tt0407121,6.4,7452,18.762,6.8
tm167908,Aliens of the Deep,MOVIE,2005,G,100,"['documentation', 'family']",['US'],,tt0417415,6.3,3013,6.361,6.2
tm109381,Return to Never Land,MOVIE,2002,G,72,"['fantasy', 'animation', 'family']","['CA', 'US', 'AU']",,tt0280030,5.8,20138,17.682,6.4
tm102355,Starstruck,MOVIE,2010,G,90,"['romance', 'comedy', 'family', 'music']",['US'],,tt1579247,6.2,15086,16.01,7
tm36356,Max Keeble's Big Move,MOVIE,2001,G,86,"['comedy', 'crime', 'family']",['US'],,tt0273799,5.4,8089,11.057,5.6
tm84562,"Mickey, Donald, Goofy: The Three Musketeers",MOVIE,2004,G,60,['comedy'],['US'],,,,,19.594,6.6
tm41029,Leroy & Stitch,MOVIE,2006,G,73,['comedy'],['US'],,,,,21.371,6.6
tm41971,Snow Buddies,MOVIE,2008,G,87,"['action', 'family']",['US'],,,,,11.221,6.1
ts14113,The Book of Pooh,SHOW,2001,TV-Y,26,"['comedy', 'animation', 'western', 'family', 'fantasy']",['US'],3,tt0274240,6.3,490,4.775,7.1
tm145073,Waking Sleeping Beauty,MOVIE,2009,PG,86,"['documentation', 'drama', 'history']",['US'],,tt1159961,7.6,3004,6.369,7.3
tm118928,The Country Bears,MOVIE,2002,G,88,"['comedy', 'documentation', 'family', 'music']",['US'],,tt0276033,4.1,5582,6.999,4.8
tm87510,Mulan II,MOVIE,2004,G,79,['comedy'],['US'],,,,,59.319,6.5
tm133130,Stitch! The Movie,MOVIE,2003,G,60,"['family', 'animation', 'comedy', 'action']",['US'],,,,,20.779,6.5
ts22399,Higglytown Heroes,SHOW,2004,TV-Y,24,"['animation', 'family']",['US'],3,tt0406419,4.8,539,14.248,8
tm137921,Hannah Montana: The Movie,MOVIE,2009,G,102,"['drama', 'comedy', 'family', 'music', 'romance']",['US'],,tt1114677,4.5,42169,53.461,6.6
tm98659,Guru of Go,MOVIE,2010,,52,['documentation'],['US'],,,,,1.244,7.1
tm163867,Kim Possible: So the Drama,MOVIE,2005,G,71,"['action', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",['US'],,tt0446724,7.1,4476,9.793,7
tm169471,Once Upon A Mattress,MOVIE,2005,PG,90,['comedy'],['US'],,,,,5.858,5.9
tm30856,Motocrossed,MOVIE,2001,G,91,"['comedy', 'drama', 'action', 'family', 'sport']",['US'],,tt0273842,6.5,5103,8.259,6.2
tm121010,The Santa Clause 2,MOVIE,2002,G,104,"['comedy', 'fantasy', 'family']",['US'],,tt0304669,5.7,56464,14.815,5.9
ts21235,The Replacements,SHOW,2007,TV-G,23,"['animation', 'comedy', 'family', 'scifi']",['US'],3,tt0816401,5.8,2923,19.442,6.7
tm184353,Valiant,MOVIE,2005,G,76,"['comedy', 'animation', 'family', 'war']","['GB', 'US']",,tt0361089,5.5,22695,15.728,5.5
tm149585,Princess Protection Program,MOVIE,2009,G,89,"['comedy', 'drama', 'family']",['US'],,tt1196339,5.6,23983,52.851,6.6
ts29942,Pair of Kings,SHOW,2010,TV-Y7,24,"['action', 'scifi', 'comedy', 'family', 'fantasy']",['US'],3,tt1571313,5.9,4002,16.067,8
tm84279,The Pixar Story,MOVIE,2007,G,87,['documentation'],['US'],,tt1059955,7.7,6604,8.441,7.6
tm52052,The Crimson Wing: Mystery of the Flamingos,MOVIE,2008,G,78,['documentation'],"['US', 'GB']",,tt0902967,7.3,1253,4.509,7.2
tm184238,Kronk's New Groove,MOVIE,2005,G,75,['animation'],['US'],,,,,22.661,6.4
tm42665,Recess: School's Out,MOVIE,2001,G,82,"['scifi', 'comedy', 'family', 'animation']",['US'],,tt0266889,6.6,10377,11.864,6.5
tm166137,Tarzan II,MOVIE,2005,G,72,['animation'],['US'],,,,,19.805,6.1
tm44434,The Little Mermaid: Ariel's Beginning,MOVIE,2008,PG,77,"['animation', 'family']",['US'],,,,,4.881,6.7
ts10806,The Emperor's New School,SHOW,2006,TV-Y,23,"['comedy', 'family', 'fantasy', 'animation']","['US', 'CA']",2,tt0465327,6.6,5662,38.476,7.4
ts20463,Imagination Movers,SHOW,2008,TV-Y,22,"['comedy', 'family']",['US'],3,tt1101237,7.2,794,9.908,6.5
tm305209,Cars Toon Mater's Tall Tales,MOVIE,2010,G,35,"['animation', 'family', 'comedy']",['US'],,,,,33.155,6.6
ts5254,Fish Hooks,SHOW,2010,TV-G,22,"['comedy', 'animation', 'family']",['US'],3,tt1725902,4.9,3540,27.065,6
ts18200,Disney Channel Games,SHOW,2008,TV-G,22,"['reality', 'family']",['US'],1,tt1229903,6.5,176,1.4,
ts22266,Phil of the Future,SHOW,2004,TV-PG,22,"['scifi', 'comedy', 'family']",['US'],2,tt0340281,7,7519,9.543,7.4
tm148606,Wizards of Waverly Place: The Movie,MOVIE,2009,PG,94,"['drama', 'fantasy', 'comedy', 'animation', 'action', 'family']",['US'],,tt1369845,6.2,18049,25.429,6.6
