id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts22529,Spider-Man,SHOW,1981,TV-Y7,22,"['animation', 'action', 'family', 'fantasy', 'scifi']",['US'],1,tt0081938,6.9,1510,11.863,7
tm54457,Big Business,MOVIE,1988,PG,97,['comedy'],['US'],,tt0094739,6.4,13946,7.668,6.4
tm127015,The Great Muppet Caper,MOVIE,1981,G,98,"['crime', 'comedy', 'family']","['GB', 'US']",,tt0082474,7.1,15313,7.419,6.8
ts22521,Spider-Man and His Amazing Friends,SHOW,1981,TV-Y7,25,"['action', 'scifi', 'comedy', 'crime', 'family', 'animation']",['US'],3,tt0083481,7.2,3484,31.159,7.5
tm125611,Ewoks: The Battle for Endor,MOVIE,1985,G,100,"['action', 'family', 'fantasy', 'scifi']",['US'],,tt0089110,5.4,9608,21.39,5.4
tm171883,The Ewok Adventure,MOVIE,1984,PG,96,"['fantasy', 'scifi', 'family']",['US'],,tt0087225,5.3,11271,12.696,6
tm116429,The Great Mouse Detective,MOVIE,1986,G,74,"['animation', 'family']",['US'],,tt0091149,7.2,48993,14.56,7.1
ts233,Disney's Adventures of the Gummi Bears,SHOW,1985,TV-G,22,"['animation', 'family', 'fantasy']",['US'],6,tt0088528,7.5,10608,27.275,7.4
tm139255,The Little Mermaid,MOVIE,1989,G,83,"['fantasy', 'comedy', 'family', 'romance', 'animation']",['US'],,tt0097757,7.6,255687,127.583,7.4
ts22183,TaleSpin,SHOW,1990,TV-G,22,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy']",['US'],1,tt0098924,7.6,14663,16.358,7.2
tm45667,Oliver & Company,MOVIE,1988,G,74,"['animation', 'comedy', 'family']",['US'],,tt0095776,6.6,47848,15.969,6.7
tm57222,Ernest Saves Christmas,MOVIE,1988,PG,95,"['comedy', 'family', 'fantasy']",['US'],,tt0095107,5.6,11410,9.001,5.3
ts21039,Star Wars: Droids,SHOW,1985,TV-Y7,23,"['scifi', 'animation', 'action', 'comedy', 'family']","['CA', 'US']",2,tt0088510,5.9,1764,7.848,5
ts21976,The New Adventures of Winnie the Pooh,SHOW,1988,TV-Y,22,"['comedy', 'family', 'fantasy', 'animation']",['US'],4,tt0165052,7.6,4066,17.594,7.5
tm128057,The Journey of Natty Gann,MOVIE,1985,PG,101,"['drama', 'family']",['US'],,tt0089385,7,6088,7.949,7
tm156156,The Rescuers Down Under,MOVIE,1990,G,77,"['fantasy', 'animation', 'comedy', 'family', 'crime', 'drama']",['US'],,tt0100477,6.8,42188,6.983,6.6
ts28737,Star Wars: Ewoks,SHOW,1985,TV-G,25,"['scifi', 'action', 'family', 'fantasy', 'animation']","['US', 'CA']",2,tt0088515,6,1923,5.548,6.3
tm126966,The Fox and the Hound,MOVIE,1981,G,82,"['animation', 'drama', 'family', 'action']",['US'],,tt0082406,7.2,91622,40.05,7.1
tm152805,3 Men and a Little Lady,MOVIE,1990,PG,104,"['comedy', 'drama', 'family', 'romance']",['US'],,tt0098966,5.4,24568,9.837,5.8
tm164406,Frankenweenie,MOVIE,1984,PG,29,['scifi'],['US'],,,,,9.002,7
tm146813,DuckTales: The Movie - Treasure of the Lost Lamp,MOVIE,1990,G,71,"['fantasy', 'family', 'animation', 'comedy', 'european']",['FR'],,tt0099472,6.8,26619,11.923,6.8
tm160651,Shipwrecked,MOVIE,1990,PG,92,"['family', 'action', 'european']","['SE', 'US', 'NO']",,tt0122085,6.6,2819,1.101,6.7
tm23825,Benji the Hunted,MOVIE,1987,G,88,"['action', 'family']",['US'],,tt0092638,6.2,3066,7.22,6.6
tm66657,Mickey's Christmas Carol,MOVIE,1983,G,26,"['animation', 'fantasy', 'comedy']",['US'],,,,,13.669,7.7
tm123092,Amy,MOVIE,1981,G,100,"['drama', 'family']",['US'],,tt0082017,6.5,474,3.466,7.2
tm111692,Luxo Jr.,MOVIE,1986,G,2,['animation'],['US'],,,,,9.996,7.1
tm152951,The Prince and the Pauper,MOVIE,1990,G,25,['animation'],['US'],,,,,7.775,6.7
tm135273,Knick Knack,MOVIE,1989,G,4,['comedy'],['US'],,,,,8.012,7.1
tm126783,One Magic Christmas,MOVIE,1985,G,105,"['fantasy', 'family']","['CA', 'US']",,tt0089731,6.4,3798,5.605,5.8
tm120517,The Christmas Star,MOVIE,1986,,94,"['drama', 'family']",['US'],,tt0090840,6.3,635,4.718,5.4
tm341045,Mr. Boogedy,MOVIE,1986,,44,"['horror', 'comedy', 'family']",['US'],,,,,5.538,6.8
tm19762,Red's Dream,MOVIE,1987,G,4,['animation'],['US'],,,,,9.235,6.2
tm131374,Tummy Trouble,MOVIE,1989,G,7,['comedy'],['US'],,,,,4.08,6.7
tm46878,Tin Toy,MOVIE,1988,G,5,['animation'],['US'],,,,,9.749,6.2
tm120337,Fuzzbucket,MOVIE,1986,G,46,['comedy'],['US'],,,,,1.452,5.2
tm176458,The Adventures of André and Wally B.,MOVIE,1984,G,2,['animation'],['US'],,,,,6.662,5.3
tm141214,Cheetah,MOVIE,1989,G,83,"['drama', 'family']",['US'],,tt0097053,5.9,1046,5.518,6
tm117853,Casebusters,MOVIE,1986,G,47,[],['US'],,,,,1.952,5.7
tm26441,Bride of Boogedy,MOVIE,1987,G,90,['horror'],['US'],,,,,1.899,6.9
tm874,10 Things I Hate About You,MOVIE,1999,PG-13,97,"['drama', 'comedy', 'romance']",['US'],,tt0147800,7.3,329064,34.448,7.6
ts2431,Boy Meets World,SHOW,1993,TV-G,23,"['comedy', 'drama', 'family', 'romance']",['US'],7,tt0105958,8,41639,13.801,8.4
tm18191,X-Men,MOVIE,2000,PG-13,104,"['action', 'scifi', 'european']",['US'],,tt10045060,7.4,598191,2.707,7
ts21709,Spider-Man,SHOW,1994,TV-Y7,21,"['action', 'family', 'romance', 'crime', 'drama', 'fantasy', 'animation', 'scifi', 'thriller']",['US'],5,tt0112175,8.4,30818,54.932,8.3
tm189317,Rookie of the Year,MOVIE,1993,PG,103,"['comedy', 'family', 'fantasy', 'sport']",['US'],,tt0107985,6,27934,9.435,6.1
tm55150,The Straight Story,MOVIE,1999,G,112,['drama'],['US'],,tt0166896,8,89224,10.384,7.7
tm19613,Remember the Titans,MOVIE,2000,PG,113,"['drama', 'sport']",['US'],,tt0210945,7.8,211333,20.555,7.6
ts22158,X-Men,SHOW,1992,TV-Y7,22,"['scifi', 'thriller', 'animation', 'action', 'family']",['US'],5,tt0103584,8.5,41799,47.725,8.2
ts8909,Dinosaurs,SHOW,1991,TV-G,24,"['scifi', 'family', 'fantasy', 'comedy']",['US'],4,tt0101081,7.5,18723,32.102,7.8
tm7861,While You Were Sleeping,MOVIE,1995,PG,103,"['romance', 'comedy', 'drama']",['US'],,tt0114924,6.7,100996,14.761,6.9
tm57184,The Parent Trap,MOVIE,1998,PG,128,"['comedy', 'family', 'drama', 'romance']",['US'],,tt0120783,6.6,133835,125.888,7.1
ts6600,Doug,SHOW,1991,TV-Y7,24,"['animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],8,tt0122815,7.4,18859,12.998,7.4
tm11036,Heavyweights,MOVIE,1995,PG,100,"['comedy', 'drama', 'family', 'sport']",['US'],,tt0110006,6.6,27654,8.76,6.2
tm9378,Mr. Holland's Opus,MOVIE,1995,PG,137,"['drama', 'music']",['US'],,tt0113862,7.3,38763,9.557,7
tm5330,The Rocketeer,MOVIE,1991,PG,108,"['scifi', 'family', 'action']",['US'],,tt0102803,6.5,57060,12.895,6.4
tm124857,Sister Act,MOVIE,1992,PG,100,"['comedy', 'music', 'crime', 'family']",['US'],,tt0105417,6.4,97058,15.808,6.8
tm190977,George of the Jungle,MOVIE,1997,PG,92,"['romance', 'action', 'comedy', 'family']",['US'],,tt0119190,5.5,76717,21.767,5.6
tm26792,The Emperor's New Groove,MOVIE,2000,G,78,"['fantasy', 'comedy', 'family', 'animation']",['US'],,tt0120917,7.4,198060,97.078,7.5
ts21697,Gargoyles,SHOW,1994,TV-G,22,"['scifi', 'action', 'romance', 'thriller', 'animation', 'drama', 'family', 'fantasy', 'comedy', 'crime']","['JP', 'US']",3,tt0108783,8.1,16172,20.861,8.2
tm105031,James and the Giant Peach,MOVIE,1996,PG,79,"['fantasy', 'animation', 'family']",['US'],,tt0116683,6.7,65907,13.821,6.5
tm189771,Homeward Bound: The Incredible Journey,MOVIE,1993,G,84,"['family', 'action', 'comedy', 'drama']",['US'],,tt0107131,6.9,46012,16.861,6.9
tm4,Star Wars: Episode I - The Phantom Menace,MOVIE,1999,PG,136,"['scifi', 'action', 'fantasy']",['US'],,tt0120915,6.5,780489,46.244,6.5
tm57241,Never Been Kissed,MOVIE,1999,PG-13,107,"['romance', 'drama', 'comedy']",['US'],,tt0151738,6,89698,13.426,6.2
tm190949,The Three Musketeers,MOVIE,1993,PG,105,"['comedy', 'european']","['US', 'AT']",,,,,20.446,6.4
tm190696,Cool Runnings,MOVIE,1993,PG,98,"['comedy', 'history', 'sport', 'family', 'european']",['US'],,tt0106611,7,102372,16.444,7
tm185041,The Nightmare Before Christmas,MOVIE,1993,PG,76,"['fantasy', 'family', 'animation']",['US'],,tt0107688,7.9,326570,71.076,7.8
ts21037,X-Men: Evolution,SHOW,2000,TV-Y7,22,"['action', 'scifi', 'fantasy', 'romance', 'thriller', 'animation', 'drama']",['US'],4,tt0247827,7.8,11779,29.332,8
tm124456,The Mighty Ducks,MOVIE,1992,PG,101,"['comedy', 'drama', 'sport', 'family']",['US'],,tt0104868,6.5,65487,11.975,6.6
tm14765,Toy Story,MOVIE,1995,G,81,"['comedy', 'family', 'fantasy', 'animation']",['US'],,tt0114709,8.3,963150,198.939,8
tm113629,The Lion King,MOVIE,1994,G,89,"['drama', 'family', 'animation']",['US'],,tt0110357,8.5,1023813,145.278,8.3
tm118953,Blank Check,MOVIE,1994,PG,93,"['comedy', 'family', 'crime']",['US'],,tt0109287,5.2,20489,12.034,5.8
tm127070,Newsies,MOVIE,1992,PG,121,"['drama', 'family', 'history']",['US'],,tt0104990,6.9,20651,11.179,6.6
ts21272,Recess,SHOW,1997,TV-G,16,"['comedy', 'animation', 'family']",['US'],6,tt0126170,7.9,25024,31.236,7.8
tm62982,A Bug's Life,MOVIE,1998,G,95,"['comedy', 'animation', 'family', 'fantasy']",['US'],,tt0120623,7.2,283444,89.895,7
tm123824,Aladdin,MOVIE,1992,G,90,"['fantasy', 'romance', 'animation', 'comedy', 'family']",['US'],,tt0103639,8,402918,71.983,7.6
tm53427,Annie,MOVIE,1999,G,86,"['comedy', 'music', 'family']",['US'],,,,,8.415,6.4
tm191537,Hercules,MOVIE,1997,G,93,"['fantasy', 'romance', 'animation', 'comedy', 'family', 'european', 'action']",['US'],,tt0119282,7.3,224844,99.286,7.5
tm66175,Mulan,MOVIE,1998,G,88,"['animation', 'war', 'drama', 'comedy', 'family', 'fantasy']",['US'],,tt0120762,7.6,279567,127.78,7.9
tm103448,Muppet Treasure Island,MOVIE,1996,G,100,"['comedy', 'family', 'romance', 'action']","['US', 'GB']",,tt0117110,6.9,23917,17.373,6.5
tm6899,Wild Hearts Can't Be Broken,MOVIE,1991,G,88,"['drama', 'family', 'romance']",['US'],,tt0103262,7.1,5288,7.365,7.6
tm105016,Jack,MOVIE,1996,PG-13,113,"['comedy', 'drama', 'fantasy']",['US'],,tt0116669,5.8,59947,12.645,6.3
tm190043,Flubber,MOVIE,1997,PG,93,"['scifi', 'comedy', 'family']",['US'],,tt0119137,5.3,88814,18.724,5.6
tm10470,A Goofy Movie,MOVIE,1995,G,78,"['animation', 'comedy', 'family', 'romance']","['FR', 'US', 'AU', 'CA']",,tt0113198,6.9,52724,19.458,6.9
ts5504,Fantastic Four,SHOW,1994,TV-Y7,21,"['action', 'animation', 'scifi']",['US'],2,tt0187635,6.4,3479,16.157,6.6
ts20968,Spider-Man Unlimited,SHOW,1999,TV-Y7,22,"['action', 'crime', 'family', 'scifi', 'thriller', 'animation']",['US'],1,tt0207120,6.3,3326,33.194,7.5
tm44033,Tarzan,MOVIE,1999,G,88,"['animation', 'comedy', 'drama', 'family', 'music', 'romance']",['US'],,tt0120855,7.3,220790,85.077,7.4
ts21059,The Incredible Hulk,SHOW,1996,TV-Y7,22,"['drama', 'action', 'fantasy', 'scifi', 'animation']",['US'],3,tt0115215,6.7,3280,15.591,6
tm190165,Hocus Pocus,MOVIE,1993,PG,96,"['fantasy', 'family', 'horror', 'comedy', 'european']",['US'],,tt0107120,6.9,120095,38.889,7
tm109272,Thumbelina,MOVIE,1994,G,86,"['fantasy', 'family', 'romance', 'animation', 'european']",['US'],,tt0111419,6.2,16995,12.248,6.5
tm190870,Cinderella,MOVIE,1997,G,88,"['fantasy', 'romance', 'family']",['US'],,tt0128996,6.6,8248,7.345,6.4
tm130837,Home Alone 2: Lost in New York,MOVIE,1992,PG,115,"['comedy', 'documentation', 'crime', 'family']",['US'],,tt0104431,6.8,344874,48.888,6.7
tm184147,Sister Act 2: Back in the Habit,MOVIE,1993,PG,107,"['comedy', 'family', 'music']","['US', 'SK']",,tt0108147,5.6,53316,16.548,6.4
tm40070,Toy Story 2,MOVIE,1999,G,92,"['comedy', 'family', 'fantasy', 'animation']",['US'],,tt0120363,7.9,565964,153.833,7.6
tm9048,Beauty and the Beast,MOVIE,1991,G,84,"['fantasy', 'family', 'animation', 'scifi', 'drama', 'romance']",['US'],,tt0101414,7.4,27,100.202,7.7
tm119659,Camp Nowhere,MOVIE,1994,PG,96,"['drama', 'comedy', 'family']",['US'],,tt0109369,6,9697,8.714,5.8
tm8912,The Big Green,MOVIE,1995,PG,99,"['action', 'comedy', 'family', 'sport']",['US'],,tt0112499,5.5,10102,6.573,5.6
tm20705,The Kid,MOVIE,2000,PG,104,"['fantasy', 'comedy', 'family']",['US'],,tt0219854,6.1,42054,10.584,6.5
ts21291,Pepper Ann,SHOW,1997,TV-Y,15,"['family', 'animation', 'comedy']",['US'],5,tt0128890,7.1,3634,5.562,6.9
tm131129,The Muppet Christmas Carol,MOVIE,1992,G,85,"['fantasy', 'comedy', 'drama', 'family']","['US', 'GB']",,tt0104940,7.7,57493,15.064,7.4
ts22130,Rolie Polie Olie,SHOW,1998,TV-Y,21,"['animation', 'comedy', 'family', 'fantasy', 'scifi']","['FR', 'GB', 'US', 'CA']",6,tt0172049,6.3,2861,8.697,6.8
tm22497,Dinosaur,MOVIE,2000,PG,82,"['animation', 'drama', 'family', 'fantasy', 'thriller', 'comedy']",['US'],,tt0130623,6.4,59552,85.613,6.5
tm189664,Jungle 2 Jungle,MOVIE,1997,PG,97,"['comedy', 'family']",['US'],,tt0119432,5.1,24246,10.067,5.3
tm38184,The Brave Little Toaster to the Rescue,MOVIE,1997,G,74,['animation'],['US'],,,,,6.164,6.1
ts14804,Darkwing Duck,SHOW,1991,TV-G,22,"['action', 'animation', 'comedy', 'crime', 'family', 'fantasy', 'scifi']",['US'],3,tt13457990,7.6,16104,14.306,7.4
tm62353,Fantasia 2000,MOVIE,1999,G,74,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],,tt0120910,7.1,38007,12.845,7
tm12122,Man of the House,MOVIE,1995,PG,96,"['action', 'family', 'comedy']",['US'],,tt0113755,5.2,9632,6.913,5.3
tm1695,101 Dalmatians,MOVIE,1996,G,103,"['comedy', 'crime', 'family']","['GB', 'US']",,tt0115433,5.7,110153,86.326,5.9
tm115014,The Santa Clause,MOVIE,1994,PG,97,"['comedy', 'drama', 'family', 'fantasy']",['US'],,tt0111070,6.5,113716,13.279,6.4
ts10198,Even Stevens,SHOW,2000,TV-G,22,"['comedy', 'family']",['US'],3,tt0465828,7.6,14537,11.61,7.5
tm108880,The Hunchback of Notre Dame,MOVIE,1996,G,91,"['animation', 'family', 'drama', 'romance']",['US'],,tt0116583,7,154010,40.722,7.1
ts21702,Iron Man,SHOW,1994,TV-Y7,22,"['action', 'scifi', 'family', 'animation']",['US'],2,tt0115218,6.6,3247,11.818,7
tm11864,Pocahontas,MOVIE,1995,G,82,"['romance', 'animation', 'drama', 'family', 'european']",['US'],,tt0114148,6.7,183269,39.789,7
tm189008,The Adventures of Huck Finn,MOVIE,1993,PG,108,"['comedy', 'drama', 'family']",['US'],,tt0106223,6.2,8542,7.803,6.2
tm104563,Kazaam,MOVIE,1996,PG,93,"['fantasy', 'comedy', 'family']",['US'],,tt0116756,3,24319,7.175,4.2
ts20699,The Little Mermaid,SHOW,1992,TV-G,23,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']",['US'],3,tt0103477,6.7,5028,27.241,7
ts43344,Silver Surfer,SHOW,1998,TV-Y7,20,"['scifi', 'thriller', 'animation', 'action']",['US'],1,tt0203268,7,2361,8.806,7.7
tm49681,Inspector Gadget,MOVIE,1999,PG,78,"['comedy', 'crime', 'family', 'scifi', 'action']",['US'],,tt0141369,4.1,47952,12.247,4.4
tm192747,Home Alone 3,MOVIE,1997,PG,102,"['comedy', 'action', 'crime', 'family']",['US'],,tt0119303,4.5,115209,28.986,5.3
tm63063,Mighty Joe Young,MOVIE,1998,PG,114,"['fantasy', 'family', 'thriller', 'action', 'european']",['US'],,tt0120751,5.7,29012,18.312,6.2
tm119015,The Return of Jafar,MOVIE,1994,G,69,['romance'],['US'],,,,,34.96,6.1
tm130852,"Honey, I Blew Up the Kid",MOVIE,1992,PG,89,"['scifi', 'family', 'romance', 'comedy']",['US'],,tt0104437,4.8,43943,16.61,5.2
ts21195,Smart Guy,SHOW,1997,TV-G,22,"['comedy', 'drama', 'family']",['US'],3,tt0118466,7.4,5099,9.37,8
tm117838,D2: The Mighty Ducks,MOVIE,1994,PG,106,"['drama', 'comedy', 'family', 'sport']",['US'],,tt0109520,6,40169,11.94,6.2
tm14980,Tom and Huck,MOVIE,1995,PG,97,"['drama', 'action', 'comedy', 'family', 'romance', 'western']",['US'],,tt0112302,5.5,10775,9.233,5.3
tm12374,White Fang,MOVIE,1991,PG,107,"['drama', 'action', 'animation', 'family']",['US'],,tt0296281,6,64,17.082,6.7
ts12215,Bonkers,SHOW,1993,TV-Y7,25,"['comedy', 'western', 'action', 'fantasy', 'scifi', 'animation', 'crime', 'family']",['US'],4,tt0213334,6.7,1477,8.88,6.6
tm111327,Aladdin and the King of Thieves,MOVIE,1996,G,81,"['action', 'animation', 'family']",['US'],,,,,32.086,6.3
ts22263,Timon & Pumbaa,SHOW,1995,TV-Y,22,"['comedy', 'scifi', 'animation', 'family', 'music', 'fantasy']",['US'],8,tt0112197,7,10053,44.456,7.2
ts22023,Hercules,SHOW,1998,TV-Y,23,"['comedy', 'action', 'animation', 'family', 'fantasy']",['US'],2,tt0138967,6.6,10423,17.998,6.6
tm113048,Homeward Bound II: Lost in San Francisco,MOVIE,1996,G,89,"['comedy', 'drama', 'family', 'romance']","['CA', 'US']",,tt0116552,6,14889,10.013,6.5
ts25438,Out of the Box,SHOW,1998,TV-Y,24,"['music', 'comedy', 'family', 'fantasy', 'sport', 'documentation']",['US'],3,tt0277514,7.4,990,2.063,10
tm39792,My Favorite Martian,MOVIE,1999,PG,94,"['drama', 'comedy', 'family', 'scifi']",['US'],,tt0120764,5,13542,11.694,5.6
ts9805,Adventures in Wonderland,SHOW,1992,TV-Y,28,"['scifi', 'comedy', 'family', 'fantasy']",['US'],5,tt0300712,7.9,727,2.512,7
ts20967,So Weird,SHOW,1999,TV-PG,24,"['scifi', 'family', 'thriller']",['US'],3,tt0169247,8.4,2960,3.92,7.6
tm10920,A Kid in King Arthur's Court,MOVIE,1995,PG,89,"['comedy', 'romance', 'family', 'fantasy']",['US'],,tt0113538,4.7,6196,9.962,4.8
tm11400,Operation Dumbo Drop,MOVIE,1995,PG,107,"['comedy', 'drama', 'family', 'war', 'action']",['US'],,tt0114048,5.1,9008,8.076,5.1
tm192728,Mr. Magoo,MOVIE,1997,PG,84,"['comedy', 'family']",['US'],,tt0119718,4,15236,10.708,4.4
tm67505,The Lion King II: Simba's Pride,MOVIE,1998,G,81,['animation'],"['AU', 'US']",,,,,77.393,7
ts20912,Mighty Ducks: The Animated Series,SHOW,1996,TV-Y7,22,"['action', 'sport', 'family', 'animation', 'comedy', 'scifi', 'drama']",['US'],1,tt0115269,6.4,1925,5.32,6.6
ts20689,Goof Troop,SHOW,1992,TV-G,22,"['animation', 'comedy', 'family', 'music']",['US'],2,tt0103428,6.8,8582,11.798,6.6
tm61321,The Brave Little Toaster Goes to Mars,MOVIE,1998,G,73,['animation'],['US'],,,,,6.519,5.8
tm43588,Johnny Tsunami,MOVIE,1999,G,88,"['drama', 'family', 'sport']",['US'],,tt0206064,6.2,5487,8.029,5.9
tm113590,Iron Will,MOVIE,1994,PG,108,"['family', 'action']",['US'],,tt0110157,6.6,8541,8.855,6.7
ts12322,101 Dalmatians: The Series,SHOW,1997,TV-G,22,"['action', 'comedy', 'family', 'animation']",['US'],2,tt0144700,6.1,1580,18.557,7
tm42549,Halloweentown,MOVIE,1998,G,84,"['comedy', 'family', 'fantasy']",['US'],,tt0173886,6.6,16979,7.957,6.9
tm104241,First Kid,MOVIE,1996,PG,101,"['comedy', 'family']",['US'],,tt0116311,5.2,10915,9.626,5.8
tm24436,An Extremely Goofy Movie,MOVIE,2000,G,79,['animation'],"['AU', 'US']",,,,,16.387,6.3
tm61632,Brink!,MOVIE,1998,G,99,"['drama', 'family', 'sport']",['US'],,tt0162212,6.9,6248,6.033,6.2
tm51884,Doug's 1st Movie,MOVIE,1999,G,77,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'drama']",['US'],,tt0187819,4.9,3246,7.383,5.5
tm110769,D3: The Mighty Ducks,MOVIE,1996,PG,104,"['action', 'drama', 'family', 'sport', 'comedy']",['US'],,tt0116000,5.4,26851,12.316,6
tm191826,"Honey, We Shrunk Ourselves",MOVIE,1997,PG,74,"['scifi', 'action', 'comedy', 'family']",['US'],,tt0119310,4.9,15109,14.321,5.5
tm13851,Tall Tale,MOVIE,1995,PG,98,"['western', 'family', 'fantasy']",['US'],,tt0162685,5.9,3777,6.246,6.3
tm187779,Life with Mikey,MOVIE,1993,PG,91,"['comedy', 'family', 'european']",['US'],,tt0107413,5.6,6002,7.485,5.6
tm118708,White Fang 2: Myth of the White Wolf,MOVIE,1994,PG,106,"['family', 'action']",['US'],,tt0111701,5.4,2318,10.11,6.6
tm560,102 Dalmatians,MOVIE,2000,G,100,"['comedy', 'family']",['US'],,tt0211181,4.8,37218,14.95,5.5
tm193086,Squanto: A Warrior's Tale,MOVIE,1994,PG,102,"['action', 'drama', 'family']",['US'],,tt0111271,6,1261,4.543,6.4
tm190553,Pooh's Grand Adventure: The Search for Christopher Robin,MOVIE,1997,G,76,['animation'],['US'],,,,,10.414,7.1
ts3540,The Avengers: United They Stand,SHOW,1999,TV-Y7,22,"['animation', 'action', 'scifi']",['US'],1,tt0203247,5.2,946,8.808,6.7
tm22933,The Tigger Movie,MOVIE,2000,G,77,"['animation', 'comedy', 'drama', 'family']",['US'],,tt0220099,6.3,18786,12.115,6.5
tm51489,Don't Look Under the Bed,MOVIE,1999,PG,93,"['horror', 'family', 'fantasy', 'comedy']",['US'],,tt0208101,6.7,3169,6.354,6.6
tm18863,The Little Mermaid II: Return to the Sea,MOVIE,2000,PG,75,"['comedy', 'animation', 'action', 'family']","['AU', 'CA', 'US']",,,,,12.18,6.4
tm63109,Miracle at Midnight,MOVIE,1998,,90,['drama'],['US'],,,,,1.979,7.2
ts21063,Quack Pack,SHOW,1996,,22,"['animation', 'comedy', 'family']",['US'],1,tt0136658,6.7,4117,8.237,7
tm53567,Smart House,MOVIE,1999,G,82,"['fantasy', 'drama', 'family', 'scifi', 'comedy']",['US'],,tt0192618,6.1,7365,6.242,5.8
tm64295,Zenon: Girl of the 21st Century,MOVIE,1999,G,97,"['scifi', 'family', 'comedy']",['US'],,tt0186726,6.3,7592,6.716,6.2
tm65486,Ruby Bridges,MOVIE,1998,PG,96,['drama'],['US'],,,,,2.886,6.3
tm192276,Beauty and the Beast: The Enchanted Christmas,MOVIE,1997,G,72,"['animation', 'family', 'fantasy']","['CA', 'US']",,,,,16.772,6.2
tm46480,Mickey's Once Upon a Christmas,MOVIE,1999,G,66,['comedy'],['US'],,,,,10.983,7.1
tm56602,I'll Be Home for Christmas,MOVIE,1998,PG,86,"['comedy', 'family']","['US', 'CA']",,tt0155753,5.5,10572,7.56,5.7
tm52742,Winnie the Pooh: A Valentine for You,MOVIE,1999,G,22,"['animation', 'family', 'drama', 'comedy']",['US'],,tt0267118,7.1,573,4.141,6.8
tm23725,The Color of Friendship,MOVIE,2000,PG,87,"['drama', 'family']","['US', 'CA']",,tt0213565,7.2,3876,7.554,7.1
tm60240,Genius,MOVIE,1999,G,82,"['family', 'comedy', 'drama', 'documentation', 'romance', 'scifi']",['US'],,tt0193187,6,1913,3.455,6
tm191851,That Darn Cat,MOVIE,1997,PG,89,"['comedy', 'action', 'crime', 'family']",['US'],,tt0120317,4.6,4436,6.959,4.9
tm39132,Horse Sense,MOVIE,1999,G,92,"['drama', 'family']",['US'],,tt0219813,6.1,1884,6.505,7
tm17532,Frank and Ollie,MOVIE,1995,PG,89,['documentation'],['US'],,tt0113104,7.7,914,2.799,7.5
tm56569,Can of Worms,MOVIE,1999,PG,90,"['scifi', 'comedy', 'family']","['US', 'CA']",,tt0186910,4.9,1038,4.31,4.4
tm52424,Richie Rich's Christmas Wish,MOVIE,1998,G,84,"['family', 'comedy']",['US'],,,,,11.161,4.9
tm22055,For the Birds,MOVIE,2000,G,3,['comedy'],['US'],,,,,10.805,7.5
tm54352,Belle's Magical World,MOVIE,1998,G,92,['animation'],['US'],,,,,16.968,6.2
tm49771,Meet the Deedles,MOVIE,1998,PG,93,"['comedy', 'family', 'sport']",['US'],,tt0120645,4,2943,6.674,4.4
tm21420,Alley Cats Strike,MOVIE,2000,G,87,"['drama', 'comedy', 'family', 'sport']",['SUHH'],,tt0217990,6,2328,3.6,5.9
tm61627,The Thirteenth Year,MOVIE,1999,G,95,"['comedy', 'fantasy', 'family']",['US'],,tt0200208,5.9,5478,7.14,6.6
tm64787,The Jungle Book: Mowgli's Story,MOVIE,1998,G,77,['family'],['US'],,,,,6.244,5.9
tm17754,"Up, Up, and Away",MOVIE,2000,G,77,"['action', 'family', 'scifi', 'comedy', 'fantasy']",['US'],,tt0211174,5.4,1985,4.695,5.5
tm192613,Geri's Game,MOVIE,1997,G,4,"['animation', 'family', 'european']",['US'],,tt0110209,,,14.074,7.8
ts21022,Teacher's Pet,SHOW,2000,TV-Y,21,"['comedy', 'fantasy', 'animation', 'family']",['US'],2,tt0257325,6.2,515,3.635,7.6
tm56857,You Lucky Dog,MOVIE,1998,,88,"['fantasy', 'comedy', 'family']",['US'],,tt0153992,4.6,675,3.354,5.6
tm29703,Miracle in Lane 2,MOVIE,2000,G,89,"['comedy', 'drama', 'family', 'sport']",['US'],,tt0218440,6,2132,3.695,6.2
tm27619,Phantom of the Megaplex,MOVIE,2000,G,89,"['action', 'thriller', 'horror', 'comedy', 'family']","['CA', 'US']",,tt0266850,6.3,3448,5.387,6
tm49485,Pocahontas II: Journey to a New World,MOVIE,1998,G,72,['romance'],['US'],,,,,41.996,5.5
tm24519,Rip Girls,MOVIE,2000,G,87,"['romance', 'drama', 'family']","['AU', 'US']",,tt0244764,5.9,1338,4.013,6.4
tm186295,Trail Mix-Up,MOVIE,1993,G,8,['animation'],['US'],,,,,3.863,6.9
tm22701,Mom's Got a Date with a Vampire,MOVIE,2000,,85,"['fantasy', 'horror', 'comedy', 'family']","['US', 'CA']",,tt0250593,5.8,4259,8.344,5.8
tm19899,Ready to Run,MOVIE,2000,,88,"['family', 'sport']","['NZ', 'US']",,tt0253550,5.4,352,3.844,6.1
